Quality,Q.Score,Alc,Cl,TSO2,VA,FSO2,FA
1,5,9.9,0.027,63.0,0.15,16.0,7.2
1,6,9.2,0.058,89.0,0.12,22.0,7.0
1,5,10.1,0.024,91.0,0.17,13.0,8.5
1,5,9.5,0.039,123.0,0.21,21.0,9.5
1,5,9.9,0.041,99.0,0.21,11.0,8.2
1,5,9.0,0.046,173.0,0.31,50.0,6.8
1,6,8.6,0.076,163.0,0.27,50.0,6.8
1,6,10.5,0.047,114.0,0.21,13.0,7.4
1,7,9.5,0.044,186.0,0.23,53.0,8.0
1,6,10.1,0.047,142.0,0.2,41.0,7.6
1,7,11.7,0.03,164.0,0.41,49.0,6.3
1,6,10.7,0.036,116.0,0.49,32.0,8.3
1,5,9.2,0.086,133.0,0.2,37.0,7.6
1,6,9.5,0.048,197.0,0.27,76.0,6.8
1,5,10.2,0.057,208.0,0.28,35.0,6.8
1,6,9.1,0.048,143.0,0.2,30.0,8.4
1,6,10.5,0.044,103.0,0.33,23.0,7.9
1,6,9.0,0.042,184.0,0.38,57.0,7.5
2,8,8.9,0.056,212.5,0.2,53.0,7.6
1,6,10.1,0.047,151.0,0.16,27.0,7.6
1,5,10.0,0.043,176.0,0.22,57.0,8.1
1,6,9.5,0.043,201.0,0.22,63.0,8.0
1,7,12.3,0.034,102.0,0.33,30.0,7.1
1,5,9.6,0.057,103.0,0.12,17.0,7.0
1,6,11.6,0.053,180.0,0.3,33.0,7.4
1,6,8.8,0.043,168.0,0.28,47.0,7.0
1,5,10.0,0.04,145.0,0.31,56.0,6.8
1,5,10.0,0.038,147.0,0.31,58.0,6.7
1,6,11.1,0.047,154.0,0.17,43.0,7.6
1,6,10.6,0.043,178.0,0.26,58.0,7.4
1,6,10.1,0.038,84.0,0.18,16.0,5.6
1,5,10.0,0.043,159.0,0.15,21.0,7.2
1,7,12.2,0.034,98.0,0.4,27.0,8.0
1,6,11.0,0.035,95.0,0.25,20.0,7.0
1,5,11.1,0.064,160.0,0.18,37.0,6.8
1,6,10.4,0.046,133.0,0.32,38.0,6.6
1,5,11.8,0.026,71.0,0.55,14.0,9.0
1,6,10.8,0.028,84.0,0.19,22.0,6.9
1,7,12.5,0.023,110.0,0.41,28.0,6.3
1,7,11.6,0.049,136.0,0.2,12.0,7.0
1,6,11.5,0.05,163.0,0.26,36.0,7.7
1,6,10.1,0.051,142.0,0.21,46.0,6.3
1,6,9.2,0.04,215.0,0.34,45.0,7.6
1,5,9.2,0.168,190.0,0.43,29.0,8.0
1,5,8.9,0.16,149.0,0.3,44.0,7.5
1,5,8.9,0.046,180.0,0.32,51.0,6.9
1,6,9.7,0.037,150.0,0.21,33.0,8.9
1,6,11.0,0.034,145.0,0.42,22.0,9.5
1,5,10.7,0.042,160.0,0.29,32.0,7.6
1,6,10.8,0.024,101.0,0.25,29.0,6.5
1,5,9.8,0.049,183.0,0.23,50.0,7.2
1,5,11.0,0.038,124.0,0.35,11.0,7.9
1,6,10.2,0.046,155.0,0.27,20.0,5.7
1,5,9.0,0.029,104.0,0.14,22.0,5.5
1,6,9.5,0.032,212.0,0.3,56.0,6.7
1,6,9.2,0.028,104.0,0.13,22.0,5.6
1,6,11.0,0.03,107.0,0.18,30.0,7.4
1,5,9.3,0.046,126.0,0.33,22.0,8.3
1,5,9.6,0.052,156.0,0.34,28.0,6.8
1,5,9.5,0.05,155.0,0.33,29.0,6.8
1,7,9.7,0.031,172.0,0.28,32.0,6.3
0,3,9.7,0.034,123.0,0.23,15.0,11.8
1,5,12.4,0.026,101.0,0.485,19.0,8.6
1,6,10.6,0.029,155.0,0.29,27.0,7.3
1,7,12.0,0.031,151.0,0.31,20.0,6.7
1,5,9.0,0.044,227.0,0.29,45.0,7.3
1,5,8.8,0.04,169.0,0.46,31.0,5.7
1,5,9.5,0.04,223.0,0.28,58.0,6.8
1,6,10.8,0.036,96.0,0.23,23.0,6.7
1,5,11.4,0.047,132.0,0.17,34.0,6.9
1,5,10.3,0.049,123.0,0.18,38.0,7.6
1,6,9.5,0.042,180.0,0.22,51.0,6.6
1,5,9.9,0.05,127.0,0.27,21.0,7.8
1,5,10.2,0.051,142.0,0.28,25.0,7.7
1,5,10.2,0.051,146.0,0.29,26.0,7.6
1,6,11.0,0.029,104.0,0.32,26.0,5.7
1,7,12.1,0.03,126.0,0.33,25.0,7.1
1,6,9.1,0.057,173.0,0.34,25.0,7.3
1,6,9.5,0.04,140.0,0.19,31.0,6.5
1,5,9.5,0.043,164.0,0.23,43.0,6.6
1,5,9.8,0.045,189.0,0.27,57.0,6.6
1,5,9.6,0.039,124.0,0.36,10.0,6.8
1,6,10.2,0.055,198.0,0.22,39.0,7.0
1,6,10.5,0.042,119.0,0.17,25.0,5.9
0,4,10.4,0.044,117.0,0.45,17.0,7.4
1,5,10.7,0.046,95.0,0.42,18.0,7.5
1,6,10.5,0.036,119.0,0.33,25.0,7.5
1,5,10.6,0.029,111.0,0.3,14.0,9.4
1,6,9.6,0.053,150.0,0.17,47.0,7.9
1,5,9.5,0.05,101.0,0.17,17.0,8.2
1,6,9.4,0.049,153.0,0.17,48.0,8.3
1,6,9.8,0.046,130.0,0.15,29.0,8.7
1,5,9.2,0.044,172.0,0.25,51.0,7.2
1,5,9.5,0.045,176.0,0.24,53.0,7.2
1,5,9.4,0.052,136.0,0.22,22.0,6.6
1,5,9.3,0.048,146.0,0.28,33.0,8.4
1,5,9.5,0.046,145.0,0.24,31.0,6.7
1,6,9.1,0.056,163.0,0.18,72.0,7.4
1,5,10.6,0.043,153.0,0.16,43.0,6.0
1,6,12.4,0.042,85.0,0.28,16.0,6.8
1,5,8.7,0.047,237.0,0.34,28.0,6.2
1,5,8.8,0.056,128.0,0.27,35.0,6.0
1,6,10.3,0.048,141.0,0.24,46.0,8.1
1,6,9.5,0.038,186.0,0.23,59.0,7.7
1,5,9.9,0.05,93.0,0.33,20.0,5.7
0,4,11.7,0.034,68.0,0.2,19.0,6.8
1,5,10.8,0.04,117.0,0.26,26.0,7.7
1,6,12.0,0.041,126.0,0.2,18.0,6.4
0,4,10.3,0.033,122.0,0.16,14.0,8.0
1,5,9.0,0.076,154.0,0.25,47.0,6.8
1,7,12.2,0.035,109.0,0.39,36.0,7.7
1,5,9.9,0.051,173.0,0.26,59.0,6.9
1,5,10.1,0.048,163.0,0.28,42.0,6.0
1,5,9.3,0.056,174.0,0.43,23.0,6.5
1,5,9.5,0.062,344.0,0.33,50.5,9.1
1,6,9.2,0.054,146.0,0.5,36.0,5.9
1,5,11.7,0.036,115.0,0.28,15.0,6.8
1,5,11.0,0.04,144.0,0.35,21.0,7.0
1,6,9.6,0.056,158.0,0.22,49.0,7.1
1,6,11.9,0.03,162.0,0.24,22.0,8.3
1,6,10.8,0.041,118.0,0.26,38.0,6.8
1,5,10.1,0.054,224.0,0.16,41.0,7.2
1,6,10.9,0.058,132.0,0.18,31.0,7.9
1,5,10.4,0.06,102.0,0.24,19.0,5.5
1,5,9.2,0.056,105.0,0.33,12.0,7.1
1,5,9.6,0.056,117.0,0.28,31.0,7.7
1,5,9.0,0.047,179.0,0.26,64.0,7.5
1,7,11.5,0.037,89.0,0.14,18.0,6.5
1,6,10.2,0.053,145.0,0.21,53.0,8.2
1,6,9.9,0.054,165.0,0.2,49.0,7.2
1,5,10.6,0.04,142.0,0.29,20.0,6.4
1,6,11.8,0.038,99.0,0.24,31.0,6.8
1,6,12.2,0.035,102.0,0.24,36.0,7.0
1,6,10.6,0.052,76.0,0.22,15.0,7.0
1,6,10.3,0.054,91.0,0.18,23.0,7.5
1,5,10.7,0.035,181.0,0.29,33.0,7.8
0,4,11.7,0.038,76.0,0.28,9.0,7.9
1,6,12.0,0.031,92.0,0.25,31.0,8.5
1,6,10.6,0.048,105.0,0.18,26.0,7.4
0,4,12.2,0.031,61.0,0.24,6.0,6.3
1,6,11.0,0.04,124.0,0.33,29.0,6.0
1,7,12.4,0.03,79.0,0.37,29.0,6.8
1,6,9.4,0.087,115.0,0.49,19.0,9.9
1,5,9.4,0.069,162.0,0.35,15.0,7.0
1,7,9.1,0.053,229.0,0.19,48.5,7.4
1,5,9.2,0.042,117.0,0.32,11.0,6.9
1,5,9.2,0.05,163.0,0.32,43.0,7.6
1,7,9.1,0.053,212.0,0.19,48.5,7.4
1,7,9.0,0.06,126.0,0.34,23.0,6.0
1,6,10.8,0.047,106.0,0.24,33.0,7.7
1,6,9.5,0.053,146.0,0.36,29.0,8.0
1,6,11.0,0.044,114.0,0.29,30.0,7.4
1,5,10.0,0.041,146.0,0.32,37.0,6.6
1,5,9.5,0.04,141.0,0.3,38.0,6.3
1,6,10.1,0.041,109.0,0.33,29.0,6.4
1,7,9.5,0.051,94.0,0.18,24.0,7.5
1,5,9.5,0.056,137.0,0.25,13.0,6.8
1,6,9.4,0.052,90.0,0.18,24.0,6.4
1,6,9.4,0.048,125.0,0.18,36.0,7.1
1,6,12.7,0.044,110.0,0.27,29.0,7.6
1,5,9.7,0.037,145.0,0.23,34.0,9.2
1,6,9.7,0.058,153.0,0.28,31.0,7.9
1,6,11.7,0.037,71.0,0.22,20.0,7.0
1,6,11.7,0.036,101.0,0.18,26.0,7.3
1,5,9.7,0.051,187.0,0.26,53.0,7.1
1,6,9.5,0.049,231.0,0.25,77.0,6.6
1,5,9.1,0.069,157.0,0.24,31.0,6.4
1,6,10.3,0.051,147.0,0.28,23.0,6.0
1,5,9.9,0.058,167.0,0.24,14.0,7.8
1,5,9.9,0.059,175.0,0.27,19.0,7.6
1,5,10.2,0.056,178.0,0.39,35.0,7.7
1,6,12.1,0.035,132.0,0.24,16.0,8.9
1,7,11.3,0.045,138.0,0.23,36.0,6.6
1,5,11.4,0.031,128.0,0.26,13.0,7.1
1,6,12.2,0.039,125.0,0.32,24.0,7.0
1,7,9.9,0.058,150.0,0.24,53.0,7.4
1,6,10.3,0.056,136.0,0.21,35.0,6.9
1,6,10.4,0.047,107.0,0.17,23.0,7.4
1,6,9.9,0.041,161.0,0.28,32.0,8.5
1,5,10.0,0.051,96.0,0.3,16.0,7.8
1,6,11.5,0.051,129.0,0.25,18.0,8.1
1,6,10.5,0.041,163.0,0.28,29.0,7.7
1,7,12.5,0.027,134.0,0.24,36.0,6.5
1,6,10.5,0.045,120.0,0.22,40.0,7.0
1,7,11.4,0.051,157.0,0.45,25.0,8.0
1,6,9.8,0.056,169.0,0.23,44.0,6.9
0,4,9.2,0.067,166.0,0.23,32.0,7.6
1,5,8.9,0.046,177.0,0.28,60.0,7.7
1,5,8.9,0.046,179.0,0.27,64.0,7.7
1,7,9.5,0.042,124.0,0.2,45.0,7.1
1,6,11.5,0.034,150.0,0.25,42.0,6.9
1,6,9.5,0.054,89.0,0.2,16.0,8.4
1,5,9.7,0.049,164.0,0.39,10.0,6.5
1,5,9.7,0.067,90.0,0.23,20.0,7.2
1,6,9.5,0.048,147.0,0.44,10.0,6.9
1,5,9.4,0.04,184.0,0.28,48.0,7.1
0,4,9.0,0.06,162.0,0.34,37.0,6.4
1,6,10.6,0.046,151.0,0.15,39.0,6.1
1,5,9.1,0.042,180.0,0.29,41.0,7.2
1,5,8.8,0.094,169.0,0.23,49.0,6.1
1,5,10.4,0.047,171.0,0.23,52.0,6.7
1,5,8.9,0.043,228.0,0.36,35.0,7.0
1,7,10.6,0.031,141.0,0.31,28.0,7.5
1,6,10.6,0.047,100.0,0.2,16.0,7.4
1,5,9.0,0.048,186.0,0.27,45.0,6.3
1,7,10.5,0.042,101.0,0.18,34.0,7.4
1,5,9.5,0.046,174.0,0.29,51.0,7.2
1,6,10.4,0.049,172.0,0.26,47.0,6.2
1,6,10.0,0.046,133.0,0.21,35.0,7.3
1,5,10.4,0.039,128.0,0.14,24.0,7.1
1,6,9.0,0.157,132.0,0.39,34.0,7.2
1,5,9.3,0.049,205.0,0.48,57.0,7.6
1,6,9.0,0.061,134.0,0.36,20.0,6.5
1,6,11.5,0.032,61.0,0.25,11.0,8.5
1,5,9.0,0.056,159.0,0.3,49.0,6.9
1,6,10.4,0.045,154.0,0.19,53.0,6.6
1,5,10.6,0.027,167.0,0.42,20.0,9.4
1,6,8.5,0.034,152.0,0.2,35.0,6.3
1,7,10.5,0.051,107.0,0.19,41.0,7.3
1,6,9.9,0.06,156.0,0.25,50.0,6.7
1,6,10.4,0.035,108.0,0.25,28.0,6.2
1,5,10.1,0.053,94.0,0.46,10.0,6.1
0,4,9.2,0.067,178.0,0.29,47.0,7.5
1,6,9.4,0.043,200.0,0.31,57.0,6.7
1,6,10.6,0.033,91.0,0.14,25.0,7.4
1,5,8.7,0.148,149.0,0.4,45.0,7.1
1,6,10.2,0.047,77.0,0.16,20.0,6.4
1,6,10.3,0.046,66.0,0.16,18.0,6.3
1,5,9.5,0.049,210.0,0.33,67.0,7.4
1,5,9.4,0.158,144.0,0.41,47.0,6.6
1,5,9.4,0.157,145.0,0.43,49.0,6.7
1,7,12.6,0.037,97.0,0.4,26.0,7.3
1,7,10.5,0.047,106.0,0.18,21.0,7.4
1,6,10.8,0.047,150.0,0.17,38.0,8.6
1,6,9.9,0.054,208.0,0.32,39.0,6.5
1,7,12.2,0.031,115.0,0.32,38.0,7.0
1,6,10.0,0.041,150.0,0.42,62.0,7.5
1,7,10.6,0.04,168.0,0.28,47.0,6.9
1,6,9.5,0.042,202.0,0.29,66.0,6.5
2,8,12.8,0.027,109.0,0.41,23.0,6.3
1,7,12.6,0.043,125.0,0.3,28.0,7.3
1,5,9.4,0.058,125.0,0.22,25.0,6.6
1,5,9.0,0.055,194.0,0.26,50.0,6.0
1,5,9.1,0.051,126.0,0.44,26.0,6.9
1,6,9.4,0.06,168.0,0.42,15.0,7.5
1,7,12.2,0.04,143.0,0.36,40.0,7.0
1,5,10.0,0.049,134.0,0.295,18.0,5.6
1,5,9.2,0.053,159.0,0.21,34.0,6.8
1,5,9.3,0.045,139.0,0.28,36.0,9.4
1,6,9.8,0.035,126.0,0.28,11.0,8.1
1,7,12.0,0.036,132.0,0.22,44.0,7.0
1,7,12.6,0.029,80.0,0.32,15.0,6.8
1,6,12.2,0.032,127.0,0.19,42.0,7.0
1,6,11.0,0.061,144.0,0.42,49.0,7.7
1,7,12.0,0.038,116.0,0.2,34.0,7.4
1,5,8.8,0.045,153.0,0.24,51.0,7.5
0,4,8.9,0.046,164.0,0.26,58.0,7.5
1,7,12.7,0.035,84.0,0.4,39.0,6.6
1,6,11.8,0.037,130.0,0.2,42.0,8.0
1,6,11.1,0.041,148.0,0.2,42.0,7.6
1,5,9.4,0.045,190.0,0.3,54.0,6.9
1,6,9.7,0.049,119.0,0.35,7.0,7.0
1,5,9.7,0.038,111.0,0.35,22.0,6.9
1,5,9.8,0.054,175.0,0.3,29.0,7.6
1,6,9.3,0.05,209.0,0.38,25.0,7.5
1,5,10.5,0.032,161.0,0.3,31.0,7.5
1,6,9.3,0.049,209.0,0.4,38.0,6.3
2,8,12.6,0.024,106.0,0.37,64.0,6.8
1,5,10.3,0.048,118.0,0.27,50.0,8.3
0,4,9.0,0.067,180.0,0.28,61.0,6.5
1,5,9.7,0.051,167.0,0.34,40.0,7.2
1,6,9.5,0.041,90.0,0.23,21.0,7.0
1,6,10.3,0.06,156.0,0.29,27.0,7.7
2,8,12.3,0.034,95.0,0.4,27.0,7.7
1,5,10.5,0.032,149.0,0.17,39.0,6.7
1,6,10.0,0.043,211.0,0.24,41.0,8.1
0,4,8.8,0.039,179.0,0.28,58.0,7.7
1,6,10.9,0.031,98.0,0.23,24.0,7.5
1,6,12.2,0.029,141.0,0.26,14.0,8.3
1,5,9.5,0.168,184.0,0.46,19.0,7.9
1,5,10.0,0.048,212.0,0.31,46.0,7.9
1,6,9.6,0.04,202.0,0.25,53.0,7.9
1,6,8.7,0.06,126.0,0.28,36.0,6.1
1,7,10.7,0.044,89.0,0.18,46.0,7.0
1,6,11.1,0.046,66.0,0.21,26.0,6.5
1,7,12.5,0.024,130.0,0.48,14.0,7.6
1,6,10.4,0.051,130.0,0.34,29.0,7.1
1,5,11.5,0.028,93.0,0.21,20.0,8.9
1,5,9.4,0.04,221.0,0.32,60.0,7.4
1,5,9.3,0.157,129.0,0.495,17.0,6.0
1,6,10.1,0.05,121.0,0.25,30.0,8.1
1,5,9.7,0.05,102.0,0.25,14.0,8.2
1,6,10.5,0.035,144.0,0.18,39.0,6.5
1,5,9.7,0.053,182.0,0.24,44.0,6.7
1,5,9.2,0.06,204.0,0.32,42.5,6.6
1,5,9.8,0.092,138.0,0.32,24.0,7.6
1,5,9.0,0.05,227.0,0.33,40.0,7.4
1,6,9.1,0.05,188.0,0.3,40.0,7.2
1,6,10.4,0.037,169.0,0.34,70.0,7.4
1,6,10.7,0.03,144.0,0.16,29.0,6.1
1,5,9.2,0.099,202.0,0.45,47.0,6.2
1,6,12.0,0.039,188.0,0.2,43.0,7.2
1,6,12.2,0.036,150.0,0.32,41.0,7.0
1,6,9.8,0.05,90.0,0.22,24.0,7.0
0,4,9.6,0.084,191.0,0.27,21.0,6.4
0,4,9.5,0.085,196.0,0.27,21.0,6.4
1,6,10.2,0.042,144.0,0.23,37.0,7.0
2,8,10.4,0.029,107.0,0.15,14.0,6.9
1,6,11.0,0.025,74.0,0.26,26.0,6.7
1,5,8.7,0.042,160.0,0.2,56.0,7.6
0,4,9.9,0.053,189.0,0.3,24.0,6.9
0,4,9.9,0.053,186.0,0.3,24.0,6.9
0,4,11.3,0.041,106.0,0.21,7.0,7.6
2,8,12.0,0.042,83.0,0.46,28.0,6.8
2,8,10.7,0.042,130.0,0.28,34.0,7.0
1,6,10.1,0.043,156.0,0.24,32.0,6.5
1,7,9.6,0.091,135.0,0.17,42.0,6.4
1,6,9.6,0.093,136.0,0.17,43.0,6.4
1,5,10.3,0.059,199.0,0.27,28.0,7.0
1,6,11.8,0.037,101.0,0.19,13.0,6.5
1,6,11.9,0.024,93.0,0.36,26.0,8.0
1,6,10.3,0.046,77.0,0.16,17.0,6.1
0,4,10.0,0.047,104.0,0.19,16.0,9.2
0,4,10.2,0.044,107.0,0.16,18.0,9.2
1,6,10.0,0.038,202.0,0.26,72.0,8.0
1,6,12.7,0.034,125.0,0.33,19.0,8.8
1,5,9.6,0.046,130.0,0.16,23.0,9.8
1,5,9.5,0.044,188.0,0.23,59.0,6.6
1,6,12.7,0.033,100.0,0.44,23.0,7.9
1,6,11.0,0.036,109.0,0.31,23.0,7.6
0,4,10.2,0.034,111.0,0.21,23.0,7.1
1,6,10.1,0.047,220.0,0.16,30.0,7.0
0,4,9.4,0.08,212.0,0.38,50.0,6.3
0,4,9.2,0.095,195.0,0.38,28.0,6.2
1,5,10.0,0.05,106.0,0.24,23.0,8.2
1,6,10.1,0.047,220.0,0.16,30.0,7.0
1,5,9.5,0.032,98.0,0.41,25.0,6.3
1,7,13.3,0.031,118.0,0.4,23.0,8.1
1,5,9.5,0.045,198.0,0.26,53.0,6.8
1,5,9.2,0.096,210.0,0.44,28.0,6.2
1,6,10.1,0.036,117.0,0.24,17.0,7.2
1,6,11.2,0.04,172.0,0.22,32.0,7.3
1,6,9.8,0.04,230.0,0.34,70.0,8.1
1,5,9.4,0.042,195.0,0.28,61.0,6.4
1,5,9.0,0.045,177.0,0.29,50.0,6.3
1,5,9.4,0.044,198.0,0.27,60.0,6.4
1,6,8.9,0.054,229.0,0.35,63.0,7.4
0,4,9.8,0.034,148.0,0.35,9.0,6.4
1,5,9.4,0.056,183.0,0.43,29.0,6.9
1,6,10.0,0.05,150.0,0.26,34.0,8.0
1,6,9.9,0.042,130.0,0.27,36.0,7.3
1,5,10.0,0.147,159.0,0.46,49.0,6.8
1,6,11.5,0.028,168.0,0.2,13.0,7.2
1,5,9.2,0.063,201.0,0.285,32.0,7.6
1,5,10.0,0.052,219.5,0.32,40.0,6.6
1,5,10.0,0.051,210.0,0.34,40.5,6.6
1,5,10.0,0.052,210.0,0.32,40.0,6.6
1,6,9.8,0.042,133.0,0.27,21.0,6.5
1,6,10.5,0.04,114.0,0.26,19.0,6.6
1,6,10.6,0.043,181.0,0.27,61.0,6.7
1,5,9.4,0.037,157.0,0.56,38.0,6.6
1,7,11.0,0.027,136.0,0.19,35.0,7.3
1,6,10.8,0.027,141.0,0.2,36.0,6.3
1,5,9.0,0.036,201.0,0.29,58.0,7.1
1,6,9.6,0.031,194.0,0.32,47.0,7.8
1,6,10.6,0.037,156.0,0.33,36.0,8.1
1,5,9.2,0.045,147.0,0.33,31.0,6.6
1,5,9.5,0.053,71.0,0.26,11.0,8.2
1,5,9.5,0.053,72.0,0.25,12.0,8.3
1,7,10.3,0.039,184.0,0.26,37.0,7.0
1,5,8.8,0.053,124.0,0.26,35.0,6.0
1,6,10.2,0.038,128.0,0.28,27.0,7.0
1,5,9.5,0.049,118.0,0.34,29.0,6.8
1,5,9.5,0.056,176.0,0.25,34.0,7.6
1,7,11.6,0.022,174.0,0.35,23.0,5.6
1,6,10.7,0.032,97.0,0.24,12.0,8.8
1,6,10.1,0.043,142.0,0.29,20.0,6.0
1,7,11.1,0.035,83.0,0.27,17.0,6.1
1,5,9.8,0.071,117.0,0.56,19.0,7.4
1,6,9.0,0.142,148.0,0.29,52.0,6.8
1,6,9.5,0.047,215.0,0.27,58.0,6.3
1,6,9.4,0.052,143.0,0.24,18.0,6.6
1,5,10.2,0.049,113.0,0.32,22.0,6.8
1,6,9.8,0.041,216.5,0.37,39.5,6.4
1,6,9.5,0.047,201.0,0.26,54.0,6.2
1,5,9.0,0.05,191.0,0.3,55.0,6.4
1,6,10.1,0.045,204.0,0.28,61.0,8.0
1,5,8.8,0.079,122.0,0.24,37.0,6.7
1,6,11.9,0.034,122.0,0.27,25.0,7.9
1,6,10.0,0.036,110.0,0.39,11.0,7.7
1,5,9.5,0.075,201.0,0.2,49.0,6.0
0,4,9.7,0.054,139.0,0.31,20.0,7.6
1,5,10.2,0.043,155.0,0.18,45.0,6.3
1,5,10.8,0.031,96.0,0.23,13.0,8.6
1,5,8.8,0.046,133.0,0.21,32.0,6.8
1,6,11.4,0.039,175.0,0.26,37.0,6.9
1,5,9.8,0.039,191.0,0.31,39.0,6.4
0,4,9.4,0.045,119.0,0.34,11.0,8.6
1,6,9.4,0.054,174.0,0.3,54.0,8.5
1,6,9.4,0.053,194.0,0.4,37.0,7.4
1,6,9.7,0.044,212.0,0.32,63.0,6.6
1,7,12.3,0.032,140.0,0.34,36.0,7.1
1,6,9.8,0.045,178.0,0.26,45.0,6.6
1,5,9.0,0.053,134.0,0.27,18.0,8.0
1,6,9.2,0.045,203.0,0.28,46.0,6.2
1,6,9.4,0.058,215.0,0.3,68.0,6.2
1,5,9.8,0.032,145.0,0.34,13.0,6.9
1,7,12.3,0.029,148.0,0.34,34.0,6.9
1,6,10.2,0.038,170.0,0.32,33.0,7.1
1,6,9.5,0.034,224.0,0.51,61.0,7.3
1,5,9.2,0.04,216.0,0.24,67.0,6.3
1,5,9.7,0.054,174.0,0.41,28.0,7.5
1,7,11.5,0.029,138.0,0.18,35.0,6.5
2,8,10.4,0.121,162.0,0.17,32.0,7.3
1,5,11.6,0.053,174.0,0.2,41.0,8.2
1,6,10.2,0.036,108.0,0.16,29.0,7.3
1,6,9.8,0.037,109.0,0.16,27.0,6.4
1,5,9.0,0.044,158.0,0.42,26.0,6.6
1,6,10.5,0.036,163.0,0.3,57.0,5.8
0,4,9.4,0.049,178.0,0.54,8.0,6.7
1,5,10.8,0.046,149.0,0.22,53.0,6.4
1,7,10.7,0.043,95.0,0.23,19.0,6.8
1,6,10.6,0.029,162.0,0.26,21.0,9.0
1,6,9.2,0.046,110.0,0.23,15.0,6.5
1,6,9.5,0.032,142.0,0.28,30.0,5.9
1,5,10.0,0.028,111.0,0.27,20.0,6.2
1,5,10.6,0.03,177.0,0.29,34.0,9.0
1,5,10.6,0.029,166.0,0.27,19.5,8.9
1,6,11.0,0.036,117.0,0.32,28.0,6.9
1,6,11.2,0.041,159.0,0.22,17.0,7.2
1,5,9.6,0.046,175.0,0.5,26.0,6.7
1,5,9.4,0.052,128.0,0.33,27.0,6.2
1,6,9.5,0.045,209.0,0.26,62.0,6.3
1,5,9.3,0.052,188.0,0.2,51.0,7.5
1,5,9.4,0.046,110.0,0.36,8.0,6.6
1,7,11.2,0.043,146.0,0.13,63.0,6.3
1,7,11.2,0.043,150.0,0.15,67.0,6.4
1,5,8.8,0.033,170.0,0.23,54.0,7.6
1,5,9.4,0.079,137.0,0.255,17.0,5.7
1,6,11.1,0.03,103.0,0.32,11.0,6.9
1,5,9.6,0.052,131.0,0.28,36.0,6.9
1,6,10.6,0.037,160.0,0.41,28.0,6.6
1,5,8.9,0.048,240.0,0.37,59.0,7.3
1,7,12.3,0.021,80.0,0.21,17.0,6.9
1,5,11.4,0.028,132.0,0.24,39.0,6.6
1,6,9.6,0.043,207.0,0.28,60.0,6.8
1,6,10.3,0.034,135.0,0.24,25.0,6.6
1,6,12.1,0.032,80.0,0.16,29.0,7.0
1,5,9.9,0.026,56.0,0.14,10.0,7.0
1,5,9.7,0.035,185.0,0.34,31.0,6.3
1,5,10.5,0.043,154.0,0.26,70.0,6.8
1,5,9.4,0.039,227.0,0.27,74.0,6.5
1,5,9.6,0.037,206.0,0.25,63.0,6.7
1,6,9.2,0.156,106.0,0.28,49.0,6.4
1,7,9.0,0.062,171.0,0.18,19.0,6.8
0,4,9.7,0.068,154.0,0.615,25.0,7.2
1,6,10.1,0.05,132.0,0.13,47.0,6.9
1,7,11.0,0.059,152.0,0.34,24.0,6.7
1,5,10.8,0.038,144.0,0.32,32.0,7.3
1,5,10.8,0.048,147.0,0.21,49.0,6.3
1,7,13.5,0.028,107.0,0.5,12.0,5.4
1,5,10.6,0.042,167.0,0.52,18.0,8.2
1,5,9.8,0.046,208.0,0.28,28.0,7.8
1,6,11.7,0.023,115.0,0.22,56.0,6.4
1,6,9.0,0.034,185.0,0.32,58.0,6.9
1,5,9.4,0.031,185.0,0.26,64.0,6.2
1,7,11.3,0.025,107.0,0.3,37.0,6.7
1,6,10.6,0.028,157.0,0.2,22.0,7.2
1,6,10.8,0.024,202.0,0.26,47.0,8.9
1,6,10.8,0.024,209.0,0.25,53.0,7.5
1,5,9.4,0.053,177.0,0.27,44.0,6.3
1,5,9.4,0.038,219.0,0.3,61.0,6.5
1,5,9.4,0.05,140.0,0.36,29.0,6.6
1,5,12.0,0.021,80.0,0.21,20.0,6.15
1,7,10.3,0.039,129.0,0.18,47.0,6.5
1,7,11.3,0.026,126.0,0.26,48.0,6.6
1,6,9.4,0.063,150.0,0.35,31.0,6.6
1,7,10.4,0.033,136.0,0.24,36.0,8.0
1,7,10.7,0.029,128.0,0.17,39.0,7.8
1,6,10.2,0.03,219.0,0.24,42.0,7.0
1,6,10.5,0.027,109.0,0.445,23.0,5.9
1,5,8.6,0.065,186.0,0.44,61.0,6.8
1,5,9.0,0.034,174.0,0.24,40.0,7.2
1,6,12.8,0.062,87.0,0.32,26.0,8.2
1,6,11.8,0.023,104.0,0.13,42.0,7.5
1,6,11.6,0.034,84.0,0.14,36.0,9.2
1,6,11.8,0.028,89.0,0.2,28.0,7.4
1,5,10.6,0.042,158.0,0.15,55.0,6.1
1,5,9.7,0.066,91.0,0.23,14.0,7.6
1,5,10.3,0.047,151.0,0.33,24.0,8.1
1,6,10.2,0.119,178.0,0.17,56.0,7.15
1,7,10.1,0.048,113.0,0.12,38.0,6.7
1,7,10.9,0.046,71.0,0.18,9.0,5.7
1,6,10.2,0.057,144.0,0.23,29.0,6.6
1,5,9.5,0.066,162.0,0.34,43.0,7.0
1,5,8.7,0.042,148.0,0.28,45.0,6.4
1,5,9.4,0.081,303.0,0.4,76.0,6.9
1,5,10.1,0.034,204.0,0.19,71.0,6.8
